area,code,year,total,0-14,15-64,65+
French Guiana,254,2035,420,116,261,43
French Guiana,254,2040,461,124,284,53
French Guiana,254,2045,502,131,308,64
French Guiana,254,2050,542,136,335,72
French Guiana,254,2055,581,139,363,79
French Guiana,254,2060,620,142,388,89
French Guiana,254,2065,657,146,410,102
French Guiana,254,2070,694,149,428,117
French Guiana,254,2075,730,152,445,133
French Guiana,254,2080,764,153,461,150
French Guiana,254,2085,795,154,476,165
French Guiana,254,2090,824,154,490,181
French Guiana,254,2095,850,154,501,196
French Guiana,254,2100,874,153,509,212
Guyana,328,2015,769,229,501,39
Guyana,328,2020,791,221,524,46
Guyana,328,2025,811,220,535,56
Guyana,328,2030,825,214,545,67
Guyana,328,2035,833,204,553,77
Guyana,328,2040,835,193,557,86
Guyana,328,2045,831,182,556,93
Guyana,328,2050,822,172,555,95
Guyana,328,2055,809,163,555,92
Guyana,328,2060,793,153,533,106
Guyana,328,2065,774,144,509,121
Guyana,328,2070,752,135,487,130
Guyana,328,2075,727,127,468,132
Guyana,328,2080,699,119,447,133
Guyana,328,2085,671,112,424,135
Guyana,328,2090,642,105,401,136
Guyana,328,2095,615,99,379,137
Guyana,328,2100,588,93,359,136
Paraguay,600,2015,6639,2001,4239,400
Paraguay,600,2020,7066,2020,4555,491
Paraguay,600,2025,7473,2029,4859,585
Paraguay,600,2030,7845,2023,5143,679
Paraguay,600,2035,8176,1981,5423,771
Paraguay,600,2040,8460,1925,5682,853
Paraguay,600,2045,8700,1868,5856,976
Paraguay,600,2050,8897,1819,5927,1152
Paraguay,600,2055,9052,1770,5929,1353
Paraguay,600,2060,9161,1718,5891,1552
Paraguay,600,2065,9219,1661,5823,1735
Paraguay,600,2070,9225,1602,5769,1854
Paraguay,600,2075,9186,1547,5688,1951
Paraguay,600,2080,9107,1493,5588,2026
Paraguay,600,2085,9003,1440,5460,2103
Paraguay,600,2090,8884,1391,5315,2178
Paraguay,600,2095,8755,1346,5167,2242
Paraguay,600,2100,8617,1305,5021,2291
Peru,604,2015,31377,8753,20482,2142
Peru,604,2020,33312,8837,21902,2573
Peru,604,2025,35131,8799,23232,3100
Peru,604,2030,36807,8590,24447,3770
Peru,604,2035,38299,8346,25419,4533
Peru,604,2040,39606,8117,26156,5334
Peru,604,2045,40720,7915,26573,6232
Peru,604,2050,41620,7718,26785,7118
Peru,604,2055,42302,7499,26728,8076
Peru,604,2060,42772,7256,26553,8963
Peru,604,2065,43041,7013,26354,9674
Peru,604,2070,43124,6792,26034,10298
Peru,604,2075,43037,6597,25569,10872
Peru,604,2080,42795,6418,24940,11437
Peru,604,2085,42427,6244,24286,11897
Peru,604,2090,41953,6070,23645,12238
Peru,604,2095,41402,5901,23029,12473
Peru,604,2100,40783,5742,22426,12616
Suriname,740,2015,553,149,367,37
Suriname,740,2020,578,148,387,43
Suriname,740,2025,599,147,401,51
Suriname,740,2030,617,143,409,64
Suriname,740,2035,630,139,417,75
Suriname,740,2040,640,134,420,86
Suriname,740,2045,646,129,425,91
Suriname,740,2050,648,125,426,98
Suriname,740,2055,648,121,423,105
Suriname,740,2060,646,117,417,113
Suriname,740,2065,642,112,409,121
Suriname,740,2070,636,108,400,127
Suriname,740,2075,629,104,391,133
Suriname,740,2080,620,101,380,138
Suriname,740,2085,610,98,369,143
Suriname,740,2090,599,94,358,146
Suriname,740,2095,588,91,347,149
Suriname,740,2100,576,89,337,151
Uruguay,858,2015,3432,735,2201,495
Uruguay,858,2020,3494,719,2250,525
Uruguay,858,2025,3549,706,2276,568
Uruguay,858,2030,3594,691,2291,613
Uruguay,858,2035,3629,672,2307,650
Uruguay,858,2040,3651,651,2300,701
Uruguay,858,2045,3662,629,2277,756
Uruguay,858,2050,3662,609,2261,792
Uruguay,858,2055,3653,592,2224,837
Uruguay,858,2060,3634,576,2168,891
Uruguay,858,2065,3606,559,2113,934
Uruguay,858,2070,3568,543,2062,963
Uruguay,858,2075,3522,527,2011,984
Uruguay,858,2080,3470,512,1961,998
Uruguay,858,2085,3413,498,1908,1006
Uruguay,858,2090,3352,486,1856,1011
Uruguay,858,2095,3290,473,1805,1012
Uruguay,858,2100,3229,461,1757,1011
Venezuela (Bolivarian Republic of),862,2015,31155,8783,20422,1950
Venezuela (Bolivarian Republic of),862,2020,33172,8848,21926,2398
Venezuela (Bolivarian Republic of),862,2025,35040,8802,23247,2992
Venezuela (Bolivarian Republic of),862,2030,36750,8673,24303,3774
Venezuela (Bolivarian Republic of),862,2035,38266,8499,25230,4536
Venezuela (Bolivarian Republic of),862,2040,39579,8310,26074,5194
Venezuela (Bolivarian Republic of),862,2045,40686,8111,26659,5915
Venezuela (Bolivarian Republic of),862,2050,41585,7904,26992,6689
Venezuela (Bolivarian Republic of),862,2055,42290,7690,27053,7547
Venezuela (Bolivarian Republic of),862,2060,42813,7473,27015,8325
Venezuela (Bolivarian Republic of),862,2065,43165,7265,26881,9019
Venezuela (Bolivarian Republic of),862,2070,43357,7069,26608,9680
Venezuela (Bolivarian Republic of),862,2075,43387,6884,26199,10304
Venezuela (Bolivarian Republic of),862,2080,43263,6707,25691,10865
Venezuela (Bolivarian Republic of),862,2085,43004,6537,25135,11332
Venezuela (Bolivarian Republic of),862,2090,42634,6372,24563,11699
Venezuela (Bolivarian Republic of),862,2095,42174,6215,23982,11977
Venezuela (Bolivarian Republic of),862,2100,41642,6068,23405,12169
NORTHERN AMERICA,905,2015,356004,67234,236109,52660
NORTHERN AMERICA,905,2020,369159,67796,239374,61989
NORTHERN AMERICA,905,2025,382553,68752,241398,72403
NORTHERN AMERICA,905,2030,395453,70964,242756,81732
NORTHERN AMERICA,905,2035,407044,72273,246946,87826
NORTHERN AMERICA,905,2040,417193,72778,252794,91621
NORTHERN AMERICA,905,2045,426188,73110,258679,94399
NORTHERN AMERICA,905,2050,434655,73769,263069,97817
NORTHERN AMERICA,905,2055,442935,74884,265634,102416
NORTHERN AMERICA,905,2060,451301,76184,266749,108368
NORTHERN AMERICA,905,2065,459609,77225,268871,113512
NORTHERN AMERICA,905,2070,467507,77756,271379,118372
NORTHERN AMERICA,905,2075,474556,77952,273467,123137
NORTHERN AMERICA,905,2080,480663,78172,276211,126280
NORTHERN AMERICA,905,2085,485925,78552,277834,129539
NORTHERN AMERICA,905,2090,490645,79024,278502,133118
NORTHERN AMERICA,905,2095,495091,79364,278861,136866
NORTHERN AMERICA,905,2100,499198,79418,279263,140517
Canada,124,2015,35950,5744,24401,5805
Canada,124,2020,37603,6064,24649,6891
Canada,124,2025,39173,6200,24789,8185
Canada,124,2030,40618,6278,24871,9468
Canada,124,2035,41888,6308,25352,10227
Canada,124,2040,43005,6367,25892,10746
Canada,124,2045,44011,6501,26341,11169
Canada,124,2050,44949,6711,26582,11656
Canada,124,2055,45805,6912,26802,12091
Canada,124,2060,46629,7053,26886,12689
Canada,124,2065,47447,7139,27208,13100
Canada,124,2070,48240,7202,27652,13386
Canada,124,2075,48959,7276,27879,13804
Canada,124,2080,49597,7366,28021,14211
Canada,124,2085,50161,7455,28105,14601
Canada,124,2090,50675,7517,28172,14985
Canada,124,2095,51162,7545,28244,15373
Canada,124,2100,51622,7547,28323,15753
United States of America,840,2015,319929,61468,211623,46839
United States of America,840,2020,331432,61710,214642,55080
United States of America,840,2025,343256,62532,216529,64195
United States of America,840,2030,354712,64666,217809,72237
United States of America,840,2035,365034,65944,221520,77569
United States of America,840,2040,374069,66392,226830,80847
United States of America,840,2045,382059,66590,232266,83202
United States of America,840,2050,389592,67041,236417,86134
United States of America,840,2055,397018,67955,238765,90298
United States of America,840,2060,404562,69114,239798,95651
United States of America,840,2065,412055,70069,241601,100384
United States of America,840,2070,419162,70537,243667,104958
United States of America,840,2075,425494,70661,245529,109304
United States of America,840,2080,430964,70791,248132,112041
United States of America,840,2085,435666,71083,249673,114910
United States of America,840,2090,439873,71493,250275,118105
United States of America,840,2095,443835,71805,250564,121466
United States of America,840,2100,447483,71857,250889,124737
OCEANIA,909,2015,39543,9314,25517,4713
OCEANIA,909,2020,42384,9918,26966,5500
OCEANIA,909,2025,45075,10269,28403,6403
OCEANIA,909,2030,47683,10537,29793,7354
OCEANIA,909,2035,50179,10708,31299,8172
OCEANIA,909,2040,52572,10906,32691,8975
OCEANIA,909,2045,54887,11161,34130,9596
OCEANIA,909,2050,57121,11445,35298,10378
OCEANIA,909,2055,59229,11680,36349,11200
OCEANIA,909,2060,61200,11827,37361,12012
OCEANIA,909,2065,63035,11897,38409,12729
OCEANIA,909,2070,64737,11931,39385,13421
OCEANIA,909,2075,66294,11961,40079,14254
OCEANIA,909,2080,67688,11992,40619,15077
OCEANIA,909,2085,68924,12003,40998,15923
OCEANIA,909,2090,70021,11973,41311,16736
OCEANIA,909,2095,70990,11899,41571,17521
OCEANIA,909,2100,71823,11796,41759,18268
Australia/New Zealand,927,2015,28414,5404,18769,4240
Australia/New Zealand,927,2020,30233,5839,19472,4922
Australia/New Zealand,927,2025,31889,6046,20146,5698
Australia/New Zealand,927,2030,33448,6157,20790,6501
Australia/New Zealand,927,2035,34896,6173,21563,7161
Australia/New Zealand,927,2040,36267,6238,22237,7792
Australia/New Zealand,927,2045,37597,6392,22976,8229
Australia/New Zealand,927,2050,38898,6610,23471,8817
Australia/New Zealand,927,2055,40123,6801,23872,9450
Australia/New Zealand,927,2060,41268,6918,24302,10048
Australia/New Zealand,927,2065,42340,6970,24865,10504
Australia/New Zealand,927,2070,43348,7004,25422,10922
Australia/New Zealand,927,2075,44291,7059,25761,11471
Australia/New Zealand,927,2080,45155,7135,25989,12031
Australia/New Zealand,927,2085,45943,7212,26104,12627
Australia/New Zealand,927,2090,46675,7257,26221,13197
Australia/New Zealand,927,2095,47354,7264,26354,13736
Australia/New Zealand,927,2100,47965,7246,26483,14236
Australia,36,2015,23800,4483,15752,3564
Australia,36,2020,25398,4890,16376,4132
Australia,36,2025,26857,5094,16987,4776
Australia,36,2030,28235,5202,17597,5436
Australia,36,2035,29526,5221,18325,5981
Australia,36,2040,30765,5294,18950,6521
Australia,36,2045,31982,5452,19611,6919
Australia,36,2050,33187,5669,20051,7467
Australia,36,2055,34330,5858,20435,8036
Australia,36,2060,35404,5977,20877,8550
Australia,36,2065,36411,6034,21439,8938
Australia,36,2070,37357,6076,21980,9301
Australia,36,2075,38244,6137,22332,9776
Australia,36,2080,39066,6219,22574,10274
Australia,36,2085,39832,6301,22711,10820
Australia,36,2090,40552,6352,22854,11346
Australia,36,2095,41225,6367,23015,11844
Australia,36,2100,41835,6358,23170,12306
New Zealand,554,2015,4615,922,3017,676
New Zealand,554,2020,4834,948,3096,790
New Zealand,554,2025,5032,951,3159,922
New Zealand,554,2030,5213,955,3193,1065
New Zealand,554,2035,5370,952,3238,1180
New Zealand,554,2040,5502,945,3286,1271
New Zealand,554,2045,5615,940,3365,1310
New Zealand,554,2050,5711,941,3420,1351
New Zealand,554,2055,5793,943,3437,1413
New Zealand,554,2060,5864,941,3425,1497
New Zealand,554,2065,5929,936,3427,1566
New Zealand,554,2070,5991,929,3441,1621
New Zealand,554,2075,6047,922,3429,1695
New Zealand,554,2080,6088,916,3415,1757
New Zealand,554,2085,6111,911,3393,1807
New Zealand,554,2090,6123,905,3367,1851
New Zealand,554,2095,6128,897,3339,1892
New Zealand,554,2100,6131,888,3313,1930
Melanesia,928,2015,9933,3547,5988,398
Melanesia,928,2020,10909,3725,6698,485
Melanesia,928,2025,11902,3877,7435,589
Melanesia,928,2030,12905,4036,8160,709
Melanesia,928,2035,13907,4190,8878,839
Melanesia,928,2040,14891,4324,9576,991
Melanesia,928,2045,15844,4430,10251,1164
Melanesia,928,2050,16754,4505,10902,1348
Melanesia,928,2055,17619,4560,11536,1524
Melanesia,928,2060,18430,4599,12114,1718
Melanesia,928,2065,19181,4624,12606,1952
Melanesia,928,2070,19865,4629,13035,2201
Melanesia,928,2075,20475,4613,13399,2463
Melanesia,928,2080,21006,4576,13721,2708
Melanesia,928,2085,21459,4522,13992,2945
Melanesia,928,2090,21835,4457,14200,3179
Melanesia,928,2095,22140,4384,14341,3415
Melanesia,928,2100,22377,4307,14419,3652
Fiji,242,2015,892,256,584,52
Fiji,242,2020,925,258,603,63
Fiji,242,2025,950,249,622,79
Fiji,242,2030,970,240,636,94
Fiji,242,2035,985,232,648,104
Fiji,242,2040,995,226,656,112
Fiji,242,2045,999,219,656,124
Fiji,242,2050,998,210,650,138
Fiji,242,2055,993,201,645,148
Fiji,242,2060,985,191,636,158
Fiji,242,2065,974,182,628,164
Fiji,242,2070,960,174,616,171
Fiji,242,2075,945,166,595,184
Fiji,242,2080,928,159,573,196
Fiji,242,2085,909,152,554,204
Fiji,242,2090,889,145,535,209
Fiji,242,2095,868,138,517,213
Fiji,242,2100,846,133,498,216
New Caledonia,540,2015,269,61,181,26
New Caledonia,540,2020,287,63,194,30
New Caledonia,540,2025,304,65,204,36
New Caledonia,540,2030,321,66,212,43
New Caledonia,540,2035,337,66,219,52
New Caledonia,540,2040,352,67,225,61
New Caledonia,540,2045,365,67,233,66
New Caledonia,540,2050,378,67,241,70
New Caledonia,540,2055,389,67,246,76
New Caledonia,540,2060,399,68,247,84
New Caledonia,540,2065,408,68,249,91
New Caledonia,540,2070,415,68,250,97
New Caledonia,540,2075,422,67,252,103
New Caledonia,540,2080,428,67,252,109
New Caledonia,540,2085,432,67,251,114
New Caledonia,540,2090,435,67,250,118
New Caledonia,540,2095,437,66,249,122
New Caledonia,540,2100,439,66,247,126
Papua New Guinea,598,2015,7920,2900,4731,289
Papua New Guinea,598,2020,8756,3056,5345,355
Papua New Guinea,598,2025,9614,3205,5980,430
Papua New Guinea,598,2030,10487,3361,6612,514
Papua New Guinea,598,2035,11362,3508,7242,612
Papua New Guinea,598,2040,12224,3633,7862,729
Papua New Guinea,598,2045,13064,3735,8466,864
Papua New Guinea,598,2050,13871,3812,9052,1008
Papua New Guinea,598,2055,14642,3873,9622,1147
Papua New Guinea,598,2060,15367,3920,10147,1300
Papua New Guinea,598,2065,16040,3953,10595,1492
Papua New Guinea,598,2070,16656,3968,10992,1696
Papua New Guinea,598,2075,17205,3961,11343,1901
Papua New Guinea,598,2080,17686,3937,11657,2091
Papua New Guinea,598,2085,18099,3897,11922,2280
Papua New Guinea,598,2090,18447,3847,12129,2471
Papua New Guinea,598,2095,18733,3789,12277,2667
Papua New Guinea,598,2100,18959,3725,12370,2865
Solomon Islands,90,2015,587,232,335,20
Solomon Islands,90,2020,647,244,380,23
Solomon Islands,90,2025,709,250,430,28
Solomon Islands,90,2030,773,258,480,35
Solomon Islands,90,2035,839,268,526,44
Solomon Islands,90,2040,905,278,569,58
Solomon Islands,90,2045,970,286,612,73
Solomon Islands,90,2050,1033,290,657,86
Solomon Islands,90,2055,1093,291,704,97
Solomon Islands,90,2060,1150,292,746,112
Solomon Islands,90,2065,1204,292,781,132
Solomon Islands,90,2070,1256,291,809,156
Solomon Islands,90,2075,1303,289,831,183
Solomon Islands,90,2080,1346,286,851,209
Solomon Islands,90,2085,1382,280,869,233
Solomon Islands,90,2090,1413,275,883,255
Solomon Islands,90,2095,1438,269,892,277
Solomon Islands,90,2100,1458,263,895,300
Vanuatu,548,2015,265,97,157,11
Vanuatu,548,2020,294,104,176,14
Vanuatu,548,2025,324,108,199,17
Vanuatu,548,2030,354,112,220,22
Vanuatu,548,2035,385,116,242,26
Vanuatu,548,2040,415,120,264,31
Vanuatu,548,2045,445,124,284,38
Vanuatu,548,2050,475,126,303,46
Vanuatu,548,2055,503,128,320,55
Vanuatu,548,2060,530,129,338,63
Vanuatu,548,2065,555,129,353,72
Vanuatu,548,2070,578,129,368,81
Vanuatu,548,2075,600,129,378,93
Vanuatu,548,2080,619,128,388,103
Vanuatu,548,2085,636,126,396,114
Vanuatu,548,2090,651,124,402,125
Vanuatu,548,2095,664,122,406,135
Vanuatu,548,2100,675,120,409,146
Micronesia,954,2015,519,156,332,31
Micronesia,954,2020,541,152,348,41
Micronesia,954,2025,565,151,361,52
Micronesia,954,2030,589,152,371,66
Micronesia,954,2035,610,153,380,78
Micronesia,954,2040,629,153,392,84
Micronesia,954,2045,644,151,408,85
Micronesia,954,2050,656,147,421,88
Micronesia,954,2055,666,143,428,94
Micronesia,954,2060,674,140,431,103
Micronesia,954,2065,682,138,428,116
Micronesia,954,2070,688,135,424,128
Micronesia,954,2075,691,132,422,137
Micronesia,954,2080,693,129,420,144
Micronesia,954,2085,691,125,417,149
Micronesia,954,2090,687,121,413,153
Micronesia,954,2095,682,117,408,157
Micronesia,954,2100,676,114,401,161
Guam,316,2015,162,41,106,14
Guam,316,2020,169,40,111,18
Guam,316,2025,175,40,114,22
Guam,316,2030,181,40,115,27
Guam,316,2035,186,39,116,31
Guam,316,2040,189,38,117,34
Guam,316,2045,191,36,119,36
Guam,316,2050,193,35,120,38
Guam,316,2055,193,34,120,40
Guam,316,2060,193,33,117,43
Guam,316,2065,193,32,115,47
Guam,316,2070,192,31,112,50
Guam,316,2075,191,29,109,52
Guam,316,2080,189,28,107,54
Guam,316,2085,187,27,104,56
Guam,316,2090,184,26,101,57
Guam,316,2095,180,26,97,58
Guam,316,2100,177,25,94,58
Kiribati,296,2015,112,39,69,4
Kiribati,296,2020,122,44,74,5
Kiribati,296,2025,132,45,81,6
Kiribati,296,2030,142,46,87,8
Kiribati,296,2035,150,46,94,10
Kiribati,296,2040,159,47,102,11
Kiribati,296,2045,169,48,108,12
Kiribati,296,2050,178,50,114,14
Kiribati,296,2055,187,52,119,16
Kiribati,296,2060,195,52,125,19
Kiribati,296,2065,203,51,130,21
Kiribati,296,2070,210,51,137,22
Kiribati,296,2075,217,51,141,25
Kiribati,296,2080,224,52,144,27
Kiribati,296,2085,230,52,147,31
Kiribati,296,2090,235,52,150,33
Kiribati,296,2095,239,50,153,36
Kiribati,296,2100,243,49,156,38
Micronesia (Fed. States of),583,2015,104,36,64,5
Micronesia (Fed. States of),583,2020,108,35,67,6
Micronesia (Fed. States of),583,2025,112,35,70,7
Micronesia (Fed. States of),583,2030,117,36,73,8
Micronesia (Fed. States of),583,2035,122,36,78,8
Micronesia (Fed. States of),583,2040,124,34,83,7
Micronesia (Fed. States of),583,2045,127,32,88,7
Micronesia (Fed. States of),583,2050,128,30,89,9
Micronesia (Fed. States of),583,2055,130,29,88,12
Micronesia (Fed. States of),583,2060,131,29,86,16
Micronesia (Fed. States of),583,2065,130,28,84,19
Micronesia (Fed. States of),583,2070,129,26,82,20
Micronesia (Fed. States of),583,2075,126,24,81,21
Micronesia (Fed. States of),583,2080,123,22,80,21
Micronesia (Fed. States of),583,2085,120,21,78,21
Micronesia (Fed. States of),583,2090,117,21,74,22
Micronesia (Fed. States of),583,2095,114,20,71,23
Micronesia (Fed. States of),583,2100,111,19,68,24
Polynesia,957,2015,677,207,427,43
Polynesia,957,2020,701,202,448,52
Polynesia,957,2025,720,195,460,64
Polynesia,957,2030,742,192,472,78
Polynesia,957,2035,765,192,479,95
Polynesia,957,2040,786,191,486,108
Polynesia,957,2045,801,188,495,118
Polynesia,957,2050,813,183,505,125
Polynesia,957,2055,821,175,513,132
Polynesia,957,2060,827,169,513,144
Polynesia,957,2065,832,165,510,157
Polynesia,957,2070,836,162,504,170
Polynesia,957,2075,837,157,497,183
Polynesia,957,2080,835,151,490,194
Polynesia,957,2085,830,144,484,202
Polynesia,957,2090,823,138,477,208
Polynesia,957,2095,814,133,468,213
Polynesia,957,2100,804,129,456,219
French Polynesia,258,2015,278,66,191,20
French Polynesia,258,2020,291,65,200,26
French Polynesia,258,2025,297,63,202,32
French Polynesia,258,2030,307,61,206,40
French Polynesia,258,2035,314,59,206,49
French Polynesia,258,2040,320,57,206,57
French Polynesia,258,2045,324,55,205,63
French Polynesia,258,2050,326,54,204,68
French Polynesia,258,2055,326,52,201,73
French Polynesia,258,2060,325,51,196,78
French Polynesia,258,2065,324,49,192,83
French Polynesia,258,2070,321,47,187,86
French Polynesia,258,2075,317,46,183,89
French Polynesia,258,2080,313,45,177,91
French Polynesia,258,2085,308,44,172,93
French Polynesia,258,2090,303,42,167,94
French Polynesia,258,2095,298,41,162,94
French Polynesia,258,2100,292,40,158,94
Samoa,882,2015,194,72,111,10
Samoa,882,2020,200,71,117,12
Samoa,882,2025,206,68,123,15
Samoa,882,2030,212,67,127,18
Samoa,882,2035,221,68,131,22
Samoa,882,2040,230,70,136,25
Samoa,882,2045,238,70,141,27
Samoa,882,2050,243,68,147,28
Samoa,882,2055,248,65,154,29
Samoa,882,2060,253,62,159,31
Samoa,882,2065,258,61,161,35
Samoa,882,2070,262,60,162,40
Samoa,882,2075,266,59,160,47
Samoa,882,2080,269,57,160,53
Samoa,882,2085,270,53,160,57
Samoa,882,2090,270,50,160,60
Samoa,882,2095,270,48,159,63
Samoa,882,2100,268,46,156,66
Tonga,776,2015,106,39,61,6
Tonga,776,2020,111,38,66,7
Tonga,776,2025,116,37,71,8
Tonga,776,2030,121,37,75,9
Tonga,776,2035,127,39,78,10
Tonga,776,2040,132,40,80,12
Tonga,776,2045,136,40,84,13
Tonga,776,2050,140,39,87,14
Tonga,776,2055,143,37,92,14
Tonga,776,2060,146,36,94,16
Tonga,776,2065,149,36,95,18
Tonga,776,2070,152,36,95,22
Tonga,776,2075,155,35,95,25
